INDEX;MESS_DATUM;LUFTTEMP_INT;LUFTTEMP_FLOAT;LUFTFEUCHTIGKEIT;
123132;2021042804;71;7,1;53;
123133;2021042803;71;7,1;48;
123134;2021042802;71;7,1;47;
123135;2021042801;71;7,1;45;
123136;2021042800;71;7,1;45;
123137;2021042723;71;7,1;42;
123138;2021042722;71;7,1;42;
123139;2021042721;71;7,1;40;
123140;2021042720;71;7,1;37;
123141;2021042719;71;7,1;34;
123142;2021042718;71;7,1;31;
123143;2021042717;71;7,1;28;
123144;2021042716;71;7,1;27;
123145;2021042715;71;7,1;27;
123146;2021042714;71;7,1;27;
123147;2021042713;71;7,1;27;
123148;2021042712;71;7,1;28;
123149;2021042711;71;7,1;27;
123150;2021042710;71;7,1;32;
123151;2021042709;71;7,1;30;
123152;2021042708;71;7,1;40;
123153;2021042707;71;7,1;46;
123154;2021042706;71;7,1;49;
123155;2021042705;71;7,1;52;
123156;2021042704;71;7,1;-999;
123157;2021042703;71;7,1;-999;
123158;2021042702;71;7,1;-999;
123159;2021042701;71;7,1;-999;
123160;2021042700;71;7,1;-999;
123161;2021042623;71;7,1;-999;
123162;2021042622;71;7,1;-999;
123163;2021042621;71;7,1;-999;
123164;2021042620;71;7,1;-999;
123165;2021042619;71;7,1;-999;
123166;2021042618;71;7,1;-999;
123167;2021042617;71;7,1;-999;
123168;2021042616;71;7,1;-999;
123169;2021042615;71;7,1;-999;
123170;2021042614;71;7,1;-999;
123171;2021042613;71;7,1;-999;
123172;2021042612;71;7,1;-999;
123173;2021042611;71;7,1;-999;
123174;2021042610;71;7,1;-999;
123175;2021042609;71;7,1;36;
123176;2021042608;71;7,1;42;
123177;2021042607;71;7,1;52;
123178;2021042606;71;7,1;56;
123179;2021042605;71;7,1;59;
123180;2021042604;71;7,1;57;
123181;2021042603;71;7,1;53;
123182;2021042602;71;7,1;49;
123183;2021042601;71;7,1;46;
123184;2021042600;71;7,1;49;
123185;2021042523;71;7,1;47;
123186;2021042522;71;7,1;46;
123187;2021042521;71;7,1;40;
123188;2021042520;71;7,1;37;
123189;2021042519;71;7,1;38;
123190;2021042518;71;7,1;35;
123191;2021042517;71;7,1;31;
123192;2021042516;71;7,1;31;
123193;2021042515;71;7,1;28;
123194;2021042514;71;7,1;27;
123195;2021042513;71;7,1;28;
123196;2021042512;71;7,1;36;
123197;2021042511;71;7,1;42;
123198;2021042510;71;7,1;59;
123199;2021042509;71;7,1;58;
123200;2021042508;71;7,1;45;
123201;2021042507;71;7,1;52;
123202;2021042506;71;7,1;58;
123203;2021042505;71;7,1;62;
123204;2021042504;71;7,1;59;
123205;2021042503;71;7,1;55;
123206;2021042502;71;7,1;55;
123207;2021042501;71;7,1;56;
123208;2021042500;71;7,1;56;
123209;2021042423;71;7,1;51;
123210;2021042422;71;7,1;54;
123211;2021042421;71;7,1;53;
123212;2021042420;71;7,1;45;
123213;2021042419;71;7,1;43;
123214;2021042418;71;7,1;40;
123215;2021042417;71;7,1;38;
123216;2021042416;71;7,1;38;
123217;2021042415;71;7,1;39;
123218;2021042414;71;7,1;39;
123219;2021042413;71;7,1;44;
123220;2021042412;71;7,1;47;
123221;2021042411;71;7,1;48;
123222;2021042410;71;7,1;52;
123223;2021042409;71;7,1;57;
123224;2021042408;71;7,1;66;
123225;2021042407;71;7,1;73;
123226;2021042406;71;7,1;77;
123227;2021042405;71;7,1;77;
123228;2021042404;71;7,1;75;
123229;2021042403;71;7,1;72;
123230;2021042402;71;7,1;67;
123231;2021042401;71;7,1;59;
123232;2021042400;71;7,1;42;
123233;2021042323;71;7,1;42;
123234;2021042322;71;7,1;39;
123235;2021042321;71;7,1;42;
123236;2021042320;71;7,1;41;
123237;2021042319;71;7,1;35;
123238;2021042318;71;7,1;28;
123239;2021042317;71;7,1;30;
123240;2021042316;71;7,1;28;
123241;2021042315;71;7,1;31;
123242;2021042314;71;7,1;34;
123243;2021042313;71;7,1;34;
123244;2021042312;71;7,1;40;
123245;2021042311;71;7,1;44;
123246;2021042310;71;7,1;52;
123247;2021042309;71;7,1;58;
123248;2021042308;71;7,1;64;
123249;2021042307;71;7,1;69;
123250;2021042306;71;7,1;74;
123251;2021042305;71;7,1;76;
123252;2021042304;71;7,1;75;
123253;2021042303;71;7,1;74;
123254;2021042302;71;7,1;74;
123255;2021042301;71;7,1;70;
123256;2021042300;71;7,1;66;
123257;2021042223;71;7,1;63;
123258;2021042222;71;7,1;59;
123259;2021042221;71;7,1;56;
123260;2021042220;71;7,1;55;
123261;2021042219;71;7,1;58;
123262;2021042218;71;7,1;57;
123263;2021042217;71;7,1;51;
123264;2021042216;71;7,1;41;
123265;2021042215;71;7,1;42;
123266;2021042214;71;7,1;41;
123267;2021042213;71;7,1;39;
123268;2021042212;71;7,1;38;
123269;2021042211;71;7,1;37;
123270;2021042210;71;7,1;50;
123271;2021042209;71;7,1;53;
123272;2021042208;71;7,1;58;
123273;2021042207;71;7,1;60;
123274;2021042206;71;7,1;61;
123275;2021042205;71;7,1;61;
123276;2021042204;71;7,1;61;
123277;2021042203;71;7,1;58;
123278;2021042202;71;7,1;56;
123279;2021042201;71;7,1;52;
123280;2021042200;71;7,1;55;
123281;2021042123;71;7,1;52;
123282;2021042122;71;7,1;48;
123283;2021042121;71;7,1;47;
123284;2021042120;71;7,1;43;
123285;2021042119;71;7,1;52;
123286;2021042118;71;7,1;49;
123287;2021042117;71;7,1;43;
123288;2021042116;71;7,1;40;
123289;2021042115;71;7,1;33;
123290;2021042114;71;7,1;31;
123291;2021042113;71;7,1;29;
123292;2021042112;71;7,1;32;
123293;2021042111;71;7,1;33;
123294;2021042110;71;7,1;35;
123295;2021042109;71;7,1;36;
123296;2021042108;71;7,1;45;
123297;2021042107;71;7,1;55;
123298;2021042106;71;7,1;61;
123299;2021042105;71;7,1;66;
123300;2021042104;71;7,1;69;
123301;2021042103;71;7,1;67;
123302;2021042102;71;7,1;64;
123303;2021042101;71;7,1;63;
123304;2021042100;71;7,1;65;
123305;2021042023;71;7,1;61;
123306;2021042022;71;7,1;53;
123307;2021042021;71;7,1;49;
123308;2021042020;71;7,1;44;
123309;2021042019;71;7,1;40;
123310;2021042018;71;7,1;34;
123311;2021042017;71;7,1;30;
123312;2021042016;71;7,1;29;
123313;2021042015;71;7,1;30;
123314;2021042014;71;7,1;37;
123315;2021042013;71;7,1;40;
123316;2021042012;71;7,1;42;
123317;2021042011;71;7,1;47;
123318;2021042010;71;7,1;49;
123319;2021042009;71;7,1;56;
123320;2021042008;71;7,1;64;
123321;2021042007;71;7,1;72;
123322;2021042006;71;7,1;79;
123323;2021042005;71;7,1;83;
123324;2021042004;71;7,1;85;
123325;2021042003;72;7,2;83;
123326;2021042002;72;7,2;79;
123327;2021042001;72;7,2;77;
123328;2021042000;72;7,2;74;
123329;2021041923;72;7,2;69;
123330;2021041922;72;7,2;67;
123331;2021041921;72;7,2;67;
123332;2021041920;72;7,2;64;
123333;2021041919;72;7,2;56;
123334;2021041918;72;7,2;48;
123335;2021041917;72;7,2;44;
123336;2021041916;72;7,2;44;
123337;2021041915;72;7,2;62;
123338;2021041914;72;7,2;66;
123339;2021041913;72;7,2;71;
123340;2021041912;72;7,2;73;
123341;2021041911;72;7,2;79;
123342;2021041910;72;7,2;80;
123343;2021041909;72;7,2;84;
123344;2021041908;72;7,2;88;
123345;2021041907;72;7,2;92;
123346;2021041906;72;7,2;97;
123347;2021041905;72;7,2;98;
123348;2021041904;72;7,2;98;
123349;2021041903;72;7,2;98;
123350;2021041902;72;7,2;99;
123351;2021041901;72;7,2;95;
123352;2021041900;72;7,2;94;
123353;2021041823;72;7,2;94;
123354;2021041822;72;7,2;93;
123355;2021041821;72;7,2;91;
123356;2021041820;72;7,2;89;
123357;2021041819;72;7,2;87;
123358;2021041818;72;7,2;83;
123359;2021041817;72;7,2;81;
123360;2021041816;72;7,2;79;
123361;2021041815;72;7,2;71;
123362;2021041814;72;7,2;78;
123363;2021041813;72;7,2;77;
123364;2021041812;72;7,2;81;
123365;2021041811;72;7,2;84;
123366;2021041810;72;7,2;94;
123367;2021041809;72;7,2;95;
123368;2021041808;72;7,2;96;
123369;2021041807;72;7,2;97;
123370;2021041806;72;7,2;95;
123371;2021041805;72;7,2;96;
123372;2021041804;72;7,2;94;
123373;2021041803;72;7,2;91;
123374;2021041802;72;7,2;91;
123375;2021041801;72;7,2;91;
123376;2021041800;72;7,2;91;
123377;2021041723;72;7,2;91;
123378;2021041722;72;7,2;87;
123379;2021041721;72;7,2;84;
123380;2021041720;72;7,2;83;
123381;2021041719;72;7,2;59;
123382;2021041718;72;7,2;55;
123383;2021041717;72;7,2;54;
123384;2021041716;72;7,2;54;
123385;2021041715;72;7,2;54;
123386;2021041714;72;7,2;56;
123387;2021041713;72;7,2;56;
123388;2021041712;72;7,2;57;
123389;2021041711;72;7,2;58;
123390;2021041710;72;7,2;61;
123391;2021041709;72;7,2;66;
123392;2021041708;72;7,2;69;
123393;2021041707;72;7,2;67;
123394;2021041706;72;7,2;65;
123395;2021041705;72;7,2;63;
123396;2021041704;72;7,2;61;
123397;2021041703;72;7,2;66;
123398;2021041702;72;7,2;68;
123399;2021041701;72;7,2;62;
123400;2021041700;72;7,2;60;
123401;2021041623;72;7,2;60;
123402;2021041622;72;7,2;58;
123403;2021041621;72;7,2;57;
123404;2021041620;72;7,2;53;
123405;2021041619;72;7,2;52;
123406;2021041618;72;7,2;47;
123407;2021041617;72;7,2;46;
123408;2021041616;72;7,2;41;
123409;2021041615;72;7,2;37;
123410;2021041614;72;7,2;40;
123411;2021041613;72;7,2;39;
123412;2021041612;72;7,2;48;
123413;2021041611;72;7,2;52;
123414;2021041610;72;7,2;58;
123415;2021041609;72;7,2;64;
123416;2021041608;72;7,2;69;
123417;2021041607;72;7,2;70;
123418;2021041606;72;7,2;73;
123419;2021041605;72;7,2;72;
123420;2021041604;72;7,2;71;
123421;2021041603;72;7,2;71;
123422;2021041602;72;7,2;72;
123423;2021041601;72;7,2;74;
123424;2021041600;72;7,2;78;
123425;2021041523;72;7,2;82;
123426;2021041522;72;7,2;84;
123427;2021041521;72;7,2;85;
123428;2021041520;72;7,2;82;
123429;2021041519;72;7,2;82;
123430;2021041518;72;7,2;56;
123431;2021041517;72;7,2;48;
123432;2021041516;72;7,2;43;
123433;2021041515;72;7,2;39;
123434;2021041514;72;7,2;37;
123435;2021041513;72;7,2;45;
123436;2021041512;72;7,2;48;
123437;2021041511;72;7,2;41;
123438;2021041510;72;7,2;39;
123439;2021041509;72;7,2;52;
123440;2021041508;72;7,2;61;
123441;2021041507;72;7,2;70;
123442;2021041506;72;7,2;73;
123443;2021041505;72;7,2;78;
123444;2021041504;72;7,2;78;
123445;2021041503;72;7,2;74;
123446;2021041502;72;7,2;68;
123447;2021041501;72;7,2;64;
123448;2021041500;72;7,2;63;
123449;2021041423;72;7,2;58;
123450;2021041422;72;7,2;59;
123451;2021041421;72;7,2;62;
123452;2021041420;72;7,2;58;
123453;2021041419;72;7,2;55;
123454;2021041418;72;7,2;53;
123455;2021041417;72;7,2;45;
123456;2021041416;72;7,2;38;
123457;2021041415;72;7,2;48;
123458;2021041414;72;7,2;52;
123459;2021041413;72;7,2;61;
123460;2021041412;72;7,2;43;
123461;2021041411;72;7,2;45;
123462;2021041410;72;7,2;59;
123463;2021041409;72;7,2;66;
123464;2021041408;72;7,2;69;
123465;2021041407;72;7,2;79;
123466;2021041406;72;7,2;82;
123467;2021041405;72;7,2;83;
123468;2021041404;72;7,2;80;
123469;2021041403;72;7,2;77;
123470;2021041402;72;7,2;74;
123471;2021041401;72;7,2;68;
123472;2021041400;72;7,2;67;
123473;2021041323;72;7,2;69;
123474;2021041322;72;7,2;69;
123475;2021041321;72;7,2;70;
123476;2021041320;72;7,2;71;
123477;2021041319;72;7,2;55;
123478;2021041318;72;7,2;52;
123479;2021041317;72;7,2;56;
123480;2021041316;72;7,2;37;
123481;2021041315;72;7,2;40;
123482;2021041314;72;7,2;45;
123483;2021041313;72;7,2;51;
123484;2021041312;72;7,2;53;
123485;2021041311;72;7,2;57;
123486;2021041310;72;7,2;59;
123487;2021041309;72;7,2;66;
123488;2021041308;72;7,2;70;
123489;2021041307;72;7,2;74;
123490;2021041306;72;7,2;78;
123491;2021041305;72;7,2;79;
123492;2021041304;72;7,2;80;
123493;2021041303;72;7,2;77;
123494;2021041302;72;7,2;74;
123495;2021041301;72;7,2;71;
123496;2021041300;72;7,2;70;
123497;2021041223;72;7,2;68;
123498;2021041222;72;7,2;67;
123499;2021041221;72;7,2;70;
123500;2021041220;72;7,2;67;
123501;2021041219;72;7,2;68;
123502;2021041218;72;7,2;51;
123503;2021041217;72;7,2;47;
123504;2021041216;72;7,2;46;
123505;2021041215;72;7,2;45;
123506;2021041214;72;7,2;47;
123507;2021041213;72;7,2;49;
123508;2021041212;72;7,2;57;
123509;2021041211;72;7,2;62;
123510;2021041210;72;7,2;65;
123511;2021041209;72;7,2;69;
123512;2021041208;72;7,2;74;
123513;2021041207;72;7,2;78;
123514;2021041206;72;7,2;82;
123515;2021041205;72;7,2;83;
123516;2021041204;72;7,2;87;
123517;2021041203;72;7,2;88;
123518;2021041202;72;7,2;90;
123519;2021041201;72;7,2;85;
123520;2021041200;72;7,2;82;
123521;2021041123;72;7,2;81;
123522;2021041122;72;7,2;82;
123523;2021041121;72;7,2;81;
123524;2021041120;72;7,2;86;
123525;2021041119;72;7,2;89;
123526;2021041118;72;7,2;58;
123527;2021041117;72;7,2;52;
123528;2021041116;72;7,2;43;
123529;2021041115;72;7,2;41;
123530;2021041114;72;7,2;39;
123531;2021041113;72;7,2;42;
123532;2021041112;72;7,2;48;
123533;2021041111;72;7,2;60;
123534;2021041110;72;7,2;63;
123535;2021041109;72;7,2;71;
123536;2021041108;72;7,2;82;
123537;2021041107;72;7,2;89;
123538;2021041106;72;7,2;91;
123539;2021041105;72;7,2;93;
123540;2021041104;72;7,2;94;
123541;2021041103;72;7,2;95;
123542;2021041102;72;7,2;94;
123543;2021041101;72;7,2;93;
123544;2021041100;72;7,2;90;
123545;2021041023;72;7,2;88;
123546;2021041022;72;7,2;88;
123547;2021041021;72;7,2;79;
123548;2021041020;72;7,2;76;
123549;2021041019;72;7,2;74;
123550;2021041018;72;7,2;71;
123551;2021041017;72;7,2;70;
123552;2021041016;72;7,2;64;
123553;2021041015;72;7,2;63;
123554;2021041014;72;7,2;67;
123555;2021041013;72;7,2;66;
123556;2021041012;72;7,2;68;
123557;2021041011;72;7,2;68;
123558;2021041010;72;7,2;73;
123559;2021041009;72;7,2;84;
123560;2021041008;72;7,2;86;
123561;2021041007;72;7,2;85;
123562;2021041006;72;7,2;83;
123563;2021041005;72;7,2;79;
123564;2021041004;72;7,2;73;
123565;2021041003;72;7,2;70;
123566;2021041002;72;7,2;69;
123567;2021041001;72;7,2;56;
123568;2021041000;72;7,2;51;
123569;2021040923;72;7,2;55;
123570;2021040922;72;7,2;50;
123571;2021040921;72;7,2;49;
123572;2021040920;72;7,2;48;
123573;2021040919;72;7,2;44;
123574;2021040918;72;7,2;45;
123575;2021040917;72;7,2;40;
123576;2021040916;72;7,2;40;
123577;2021040915;72;7,2;39;
123578;2021040914;72;7,2;38;
123579;2021040913;72;7,2;40;
123580;2021040912;72;7,2;39;
123581;2021040911;72;7,2;42;
123582;2021040910;72;7,2;42;
123583;2021040909;72;7,2;46;
123584;2021040908;72;7,2;52;
123585;2021040907;72;7,2;58;
123586;2021040906;72;7,2;62;
123587;2021040905;72;7,2;65;
123588;2021040904;72;7,2;67;
123589;2021040903;72;7,2;68;
123590;2021040902;72;7,2;66;
123591;2021040901;72;7,2;64;
123592;2021040900;72;7,2;62;
123593;2021040823;72;7,2;62;
123594;2021040822;72;7,2;59;
123595;2021040821;72;7,2;57;
123596;2021040820;72;7,2;57;
123597;2021040819;72;7,2;55;
123598;2021040818;72;7,2;55;
123599;2021040817;72;7,2;52;
123600;2021040816;72;7,2;52;
123601;2021040815;72;7,2;51;
123602;2021040814;72;7,2;55;
123603;2021040813;72;7,2;49;
123604;2021040812;72;7,2;52;
123605;2021040811;72;7,2;49;
123606;2021040810;72;7,2;54;
123607;2021040809;72;7,2;63;
123608;2021040808;72;7,2;70;
123609;2021040807;72;7,2;74;
123610;2021040806;72;7,2;74;
123611;2021040805;72;7,2;79;
123612;2021040804;72;7,2;81;
123613;2021040803;72;7,2;76;
123614;2021040802;72;7,2;78;
123615;2021040801;72;7,2;76;
123616;2021040800;72;7,2;78;
123617;2021040723;72;7,2;79;
123618;2021040722;72;7,2;82;
123619;2021040721;72;7,2;83;
123620;2021040720;72;7,2;90;
123621;2021040719;72;7,2;83;
123622;2021040718;72;7,2;83;
123623;2021040717;72;7,2;61;
123624;2021040716;72;7,2;52;
123625;2021040715;72;7,2;56;
123626;2021040714;72;7,2;54;
123627;2021040713;72;7,2;56;
123628;2021040712;72;7,2;57;
123629;2021040711;72;7,2;52;
123630;2021040710;72;7,2;59;
123631;2021040709;72;7,2;71;
123632;2021040708;72;7,2;82;
123633;2021040707;72;7,2;76;
123634;2021040706;72;7,2;78;
123635;2021040705;72;7,2;78;
123636;2021040704;72;7,2;80;
123637;2021040703;72;7,2;79;
123638;2021040702;72;7,2;79;
123639;2021040701;72;7,2;80;
123640;2021040700;72;7,2;79;
123641;2021040623;72;7,2;78;
123642;2021040622;72;7,2;77;
123643;2021040621;72;7,2;79;
123644;2021040620;72;7,2;76;
123645;2021040619;72;7,2;79;
123646;2021040618;72;7,2;78;
123647;2021040617;72;7,2;83;
123648;2021040616;73;7,3;79;
123649;2021040615;73;7,3;62;
123650;2021040614;73;7,3;44;
123651;2021040613;73;7,3;42;
123652;2021040612;73;7,3;61;
123653;2021040611;73;7,3;64;
123654;2021040610;73;7,3;67;
123655;2021040609;73;7,3;70;
123656;2021040608;73;7,3;71;
123657;2021040607;73;7,3;73;
123658;2021040606;73;7,3;77;
123659;2021040605;73;7,3;79;
123660;2021040604;73;7,3;79;
123661;2021040603;73;7,3;77;
123662;2021040602;73;7,3;77;
123663;2021040601;73;7,3;73;
123664;2021040600;73;7,3;71;
123665;2021040523;73;7,3;67;
123666;2021040522;73;7,3;65;
123667;2021040521;73;7,3;63;
123668;2021040520;73;7,3;66;
123669;2021040519;73;7,3;63;
123670;2021040518;73;7,3;60;
123671;2021040517;73;7,3;47;
123672;2021040516;73;7,3;36;
123673;2021040515;73;7,3;41;
123674;2021040514;73;7,3;59;
123675;2021040513;73;7,3;76;
123676;2021040512;73;7,3;68;
123677;2021040511;73;7,3;79;
123678;2021040510;73;7,3;84;
123679;2021040509;73;7,3;86;
123680;2021040508;73;7,3;77;
123681;2021040507;73;7,3;69;
123682;2021040506;73;7,3;70;
123683;2021040505;73;7,3;73;
123684;2021040504;73;7,3;74;
123685;2021040503;73;7,3;76;
123686;2021040502;73;7,3;76;
123687;2021040501;73;7,3;75;
123688;2021040500;73;7,3;69;
123689;2021040423;73;7,3;68;
123690;2021040422;73;7,3;66;
123691;2021040421;73;7,3;66;
123692;2021040420;73;7,3;65;
123693;2021040419;73;7,3;64;
123694;2021040418;73;7,3;62;
123695;2021040417;73;7,3;55;
123696;2021040416;73;7,3;49;
123697;2021040415;73;7,3;48;
123698;2021040414;73;7,3;49;
123699;2021040413;73;7,3;49;
123700;2021040412;73;7,3;50;
123701;2021040411;73;7,3;53;
123702;2021040410;73;7,3;55;
123703;2021040409;73;7,3;55;
123704;2021040408;73;7,3;52;
123705;2021040407;73;7,3;51;
123706;2021040406;73;7,3;56;
123707;2021040405;73;7,3;60;
123708;2021040404;73;7,3;61;
123709;2021040403;73;7,3;58;
123710;2021040402;73;7,3;56;
123711;2021040401;73;7,3;58;
123712;2021040400;73;7,3;53;
123713;2021040323;73;7,3;54;
123714;2021040322;73;7,3;54;
123715;2021040321;73;7,3;52;
123716;2021040320;73;7,3;51;
123717;2021040319;73;7,3;41;
123718;2021040318;73;7,3;39;
123719;2021040317;73;7,3;34;
123720;2021040316;73;7,3;29;
123721;2021040315;73;7,3;32;
123722;2021040314;73;7,3;35;
123723;2021040313;73;7,3;36;
123724;2021040312;73;7,3;46;
123725;2021040311;73;7,3;42;
123726;2021040310;73;7,3;48;
123727;2021040309;73;7,3;49;
123728;2021040308;73;7,3;57;
123729;2021040307;73;7,3;70;
123730;2021040306;73;7,3;80;
123731;2021040305;73;7,3;82;
123732;2021040304;73;7,3;82;
123733;2021040303;73;7,3;80;
123734;2021040302;73;7,3;79;
123735;2021040301;73;7,3;78;
123736;2021040300;73;7,3;79;
123737;2021040223;73;7,3;80;
123738;2021040222;73;7,3;77;
123739;2021040221;73;7,3;75;
123740;2021040220;73;7,3;68;
123741;2021040219;73;7,3;64;
123742;2021040218;73;7,3;63;
123743;2021040217;73;7,3;62;
123744;2021040216;73;7,3;59;
123745;2021040215;73;7,3;55;
123746;2021040214;73;7,3;45;
123747;2021040213;73;7,3;42;
123748;2021040212;73;7,3;47;
123749;2021040211;73;7,3;52;
123750;2021040210;73;7,3;67;
123751;2021040209;73;7,3;77;
123752;2021040208;73;7,3;84;
123753;2021040207;73;7,3;85;
123754;2021040206;73;7,3;84;
123755;2021040205;73;7,3;86;
123756;2021040204;73;7,3;83;
123757;2021040203;73;7,3;80;
123758;2021040202;73;7,3;76;
123759;2021040201;73;7,3;73;
123760;2021040200;73;7,3;75;
123761;2021040123;73;7,3;77;
123762;2021040122;73;7,3;81;
123763;2021040121;73;7,3;80;
123764;2021040120;73;7,3;85;
123765;2021040119;73;7,3;85;
123766;2021040118;73;7,3;77;
123767;2021040117;73;7,3;76;
123768;2021040116;73;7,3;66;
123769;2021040115;73;7,3;53;
123770;2021040114;73;7,3;50;
123771;2021040113;73;7,3;41;
123772;2021040112;73;7,3;45;
123773;2021040111;73;7,3;46;
123774;2021040110;73;7,3;49;
123775;2021040109;73;7,3;44;
123776;2021040108;73;7,3;51;
123777;2021040107;73;7,3;53;
123778;2021040106;73;7,3;55;
123779;2021040105;73;7,3;53;
123780;2021040104;73;7,3;50;
123781;2021040103;73;7,3;46;
123782;2021040102;73;7,3;46;
123783;2021040101;73;7,3;53;
123784;2021040100;73;7,3;51;
123785;2021033123;73;7,3;50;
123786;2021033122;73;7,3;50;
123787;2021033121;73;7,3;45;
123788;2021033120;73;7,3;38;
123789;2021033119;73;7,3;32;
123790;2021033118;73;7,3;28;
123791;2021033117;73;7,3;23;
123792;2021033116;73;7,3;23;
123793;2021033115;73;7,3;22;
123794;2021033114;73;7,3;24;
123795;2021033113;73;7,3;24;
123796;2021033112;73;7,3;26;
123797;2021033111;73;7,3;28;
123798;2021033110;73;7,3;34;
123799;2021033109;73;7,3;53;
123800;2021033108;73;7,3;62;
123801;2021033107;73;7,3;72;
123802;2021033106;73;7,3;81;
123803;2021033105;73;7,3;85;
123804;2021033104;73;7,3;86;
123805;2021033103;73;7,3;85;
123806;2021033102;73;7,3;82;
123807;2021033101;73;7,3;82;
123808;2021033100;73;7,3;80;
123809;2021033023;73;7,3;77;
123810;2021033022;73;7,3;71;
